feature,fold,importance
departement,24,0.014271187953502273
poste,0,0.019787705721376968
poste,1,0.029124214418813448
poste,2,0.02849466614262659
poste,3,0.03493180168949582
poste,4,0.005345557340922791
poste,5,-0.0051610619221558185
poste,6,0.03573877735647073
poste,7,0.015208775062710556
poste,8,0.04088578675513153
poste,9,0.032725387572479406
poste,10,0.014529182968613363
poste,11,0.016429195679892226
poste,12,0.017625222607856973
poste,13,0.0349911159824514
poste,14,0.04328406996433988
poste,15,0.02751014450714817
poste,16,0.03163981985599022
poste,17,0.02668709330830914
poste,18,0.02100267560711212
poste,19,0.014862250547040073
poste,20,0.000765628231707971
poste,21,0.03322776269055122
poste,22,0.00417949748039208
poste,23,0.03164826570038039
poste,24,0.021945907305927416
nombre_experiences_precedentes,0,0.03131080266373589
nombre_experiences_precedentes,1,0.0010254873422605893
nombre_experiences_precedentes,2,0.012633277949240917
nombre_experiences_precedentes,3,-0.017009592284538255
nombre_experiences_precedentes,4,0.024019046128011756
nombre_experiences_precedentes,5,0.011831332540084172
nombre_experiences_precedentes,6,0.0070181564750280475
nombre_experiences_precedentes,7,0.0038020600759180677
nombre_experiences_precedentes,8,0.02977348048950602
nombre_experiences_precedentes,9,-0.012781092337185673
nombre_experiences_precedentes,10,-0.0007746774275815271
nombre_experiences_precedentes,11,0.00574376473960263
nombre_experiences_precedentes,12,-0.003277502724114778
nombre_experiences_precedentes,13,0.013043442948742157
nombre_experiences_precedentes,14,0.030255968215753038
nombre_experiences_precedentes,15,0.008561863487359867
nombre_experiences_precedentes,16,0.0012081514308356577
nombre_experiences_precedentes,17,0.024808750588261742
nombre_experiences_precedentes,18,0.010086190639929249
nombre_experiences_precedentes,19,-0.00331667758112415
nombre_experiences_precedentes,20,-0.008599915599184549
nombre_experiences_precedentes,21,0.008147493888482193
nombre_experiences_precedentes,22,0.05227482919654671
nombre_experiences_precedentes,23,0.02418884336483823
nombre_experiences_precedentes,24,-0.0013760213341156736
annee_experience_totale,0,0.16041495629015937
annee_experience_totale,1,0.03526115362827918
annee_experience_totale,2,0.08216532192342005
annee_experience_totale,3,0.08119206175294899
annee_experience_totale,4,0.09024712771762397
annee_experience_totale,5,0.06313396060023749
annee_experience_totale,6,0.11385302743630307
annee_experience_totale,7,0.07376097153822855
annee_experience_totale,8,0.14584651140789515
annee_experience_totale,9,0.05985245266037938
annee_experience_totale,10,0.043816180127695316
annee_experience_totale,11,0.051038940826089806
annee_experience_totale,12,0.15185455512464244
annee_experience_totale,13,0.0992534202058128
annee_experience_totale,14,0.1519080411792153
annee_experience_totale,15,0.058056868809139836
annee_experience_totale,16,0.10296755692141049
annee_experience_totale,17,0.08864561240620436
annee_experience_totale,18,0.069707167803536
annee_experience_totale,19,0.05886243435025855
annee_experience_totale,20,0.07567581321459642
annee_experience_totale,21,0.04692679875877929
annee_experience_totale,22,0.05167002589379888
annee_experience_totale,23,0.09009894393335209
annee_experience_totale,24,0.16620917199721968
annees_dans_l_entreprise,0,0.01953326229809992
annees_dans_l_entreprise,1,0.007653466129337478
annees_dans_l_entreprise,2,-0.019740861538588193
annees_dans_l_entreprise,3,-0.0005011073899649054
annees_dans_l_entreprise,4,0.007045887695333297
annees_dans_l_entreprise,5,0.02059454914148905
annees_dans_l_entreprise,6,0.019205628642339722
annees_dans_l_entreprise,7,0.008766383012609635
annees_dans_l_entreprise,8,7.702264987362595e-05
annees_dans_l_entreprise,9,0.0002437797586614332
annees_dans_l_entreprise,10,0.028891883242006523
annees_dans_l_entreprise,11,-0.0064159656137875555
annees_dans_l_entreprise,12,-0.010035883964380665
annees_dans_l_entreprise,13,-0.004400324336004358
annees_dans_l_entreprise,14,0.008971892306932915
annees_dans_l_entreprise,15,0.004010386689117062
annees_dans_l_entreprise,16,-0.03655180341317045
annees_dans_l_entreprise,17,-0.0036972384306755645
annees_dans_l_entreprise,18,-0.0020555326406031305
annees_dans_l_entreprise,19,0.00813404200037247
annees_dans_l_entreprise,20,0.0005339214133412207
annees_dans_l_entreprise,21,0.027883159420003266
annees_dans_l_entreprise,22,0.021084403628893945
annees_dans_l_entreprise,23,0.00756873620864813
annees_dans_l_entreprise,24,-0.015938058671386434
annees_dans_le_poste_actuel,0,0.04997929257633797
annees_dans_le_poste_actuel,1,0.005492528287885845
annees_dans_le_poste_actuel,2,0.08415668527715889
annees_dans_le_poste_actuel,3,0.03256302020701564
annees_dans_le_poste_actuel,4,0.026615483881540426
annees_dans_le_poste_actuel,5,0.03776487653987189
annees_dans_le_poste_actuel,6,0.052976002580848
annees_dans_le_poste_actuel,7,0.06733373903765064
annees_dans_le_poste_actuel,8,0.02499791516094968
annees_dans_le_poste_actuel,9,0.03946213960439841
annees_dans_le_poste_actuel,10,0.024587313625120864
annees_dans_le_poste_actuel,11,0.0245058930803335
annees_dans_le_poste_actuel,12,0.06893540375496063
annees_dans_le_poste_actuel,13,0.040772824219174254
annees_dans_le_poste_actuel,14,0.042758680405294916
annees_dans_le_poste_actuel,15,0.05814752380681419
annees_dans_le_poste_actuel,16,0.0641533440211994
annees_dans_le_poste_actuel,17,0.02284992181337899
annees_dans_le_poste_actuel,18,0.016416960590090034
annees_dans_le_poste_actuel,19,0.010975858918897047
annees_dans_le_poste_actuel,20,0.03551630293217521
annees_dans_le_poste_actuel,21,0.04716214658783204
annees_dans_le_poste_actuel,22,0.01317723901693546
annees_dans_le_poste_actuel,23,0.059719586976948305
annees_dans_le_poste_actuel,24,0.041340529233448185
satisfaction_employee_environnement,0,0.06413233767005781
satisfaction_employee_environnement,1,0.05278277674828038
satisfaction_employee_environnement,2,0.06285268924054364
satisfaction_employee_environnement,3,0.06376998172591833
satisfaction_employee_environnement,4,0.039450111771187346
satisfaction_employee_environnement,5,0.05737038615373474
satisfaction_employee_environnement,6,0.07795878114933899
satisfaction_employee_environnement,7,0.07166530145625605
satisfaction_employee_environnement,8,0.06310369681355545
satisfaction_employee_environnement,9,0.03609943911584229
satisfaction_employee_environnement,10,0.05758344291617171
satisfaction_employee_environnement,11,0.01614627236175122
satisfaction_employee_environnement,12,0.07459852331399949
satisfaction_employee_environnement,13,0.08592571371288468
satisfaction_employee_environnement,14,0.07217166351352347
satisfaction_employee_environnement,15,0.027206524694703492
satisfaction_employee_environnement,16,0.025722874602195033
satisfaction_employee_environnement,17,0.07777981802089343
satisfaction_employee_environnement,18,0.045580858283128314
satisfaction_employee_environnement,19,0.03667209822515885
satisfaction_employee_environnement,20,0.0520087210219858
satisfaction_employee_environnement,21,0.0916963791623441
satisfaction_employee_environnement,22,0.06827908948194188
satisfaction_employee_environnement,23,0.05709327179282516
satisfaction_employee_environnement,24,0.038216567199687274
note_evaluation_precedente,0,0.015402412546516198
note_evaluation_precedente,1,0.03629797784745823
note_evaluation_precedente,2,-0.0017205608564585084
note_evaluation_precedente,3,0.026492019093615204
note_evaluation_precedente,4,0.02157374778071506
note_evaluation_precedente,5,0.029760578762037627
note_evaluation_precedente,6,0.024019918001885122
note_evaluation_precedente,7,0.01908862573977904
note_evaluation_precedente,8,0.03318050635429992
note_evaluation_precedente,9,0.00838907516187235
note_evaluation_precedente,10,0.022828480011151443
note_evaluation_precedente,11,-0.0012403831706878088
note_evaluation_precedente,12,0.022905938265109414
note_evaluation_precedente,13,0.02008211861776731
note_evaluation_precedente,14,-0.005774466627220598
note_evaluation_precedente,15,0.03182066551119652
note_evaluation_precedente,16,0.013792468142458669
note_evaluation_precedente,17,0.02524994704669863
note_evaluation_precedente,18,0.008785591677153492
note_evaluation_precedente,19,-0.007304310603884101
note_evaluation_precedente,20,0.01992199865324453
note_evaluation_precedente,21,0.006268487883868146
note_evaluation_precedente,22,0.03578850484400838
note_evaluation_precedente,23,0.026956029525998272
note_evaluation_precedente,24,0.02969048267973281
niveau_hierarchique_poste,0,-0.0003812864237911051
niveau_hierarchique_poste,1,0.004110637004682394
niveau_hierarchique_poste,2,-0.0001797307961173833
niveau_hierarchique_poste,3,-0.0035521356282341987
niveau_hierarchique_poste,4,0.009783698686541909
niveau_hierarchique_poste,5,-0.0021863470783334503
niveau_hierarchique_poste,6,-0.00020749157888576563
niveau_hierarchique_poste,7,-0.001737716681816448
niveau_hierarchique_poste,8,-0.007159853937644322
niveau_hierarchique_poste,9,0.0010569133500608618
niveau_hierarchique_poste,10,0.012833661495606085
niveau_hierarchique_poste,11,0.0038370546479759016
niveau_hierarchique_poste,12,-0.0024547206632507313
niveau_hierarchique_poste,13,0.006908742896470099
niveau_hierarchique_poste,14,0.005898463684841005
niveau_hierarchique_poste,15,-0.003811390483906607
niveau_hierarchique_poste,16,-0.011801048448317131
niveau_hierarchique_poste,17,-0.004721634588796275
niveau_hierarchique_poste,18,-0.0003023090191304645
niveau_hierarchique_poste,19,-0.002259889197223647
niveau_hierarchique_poste,20,0.0018930878256877004
niveau_hierarchique_poste,21,0.007287392679394389
niveau_hierarchique_poste,22,0.0029942287530941524
niveau_hierarchique_poste,23,0.0013548670950794483
niveau_hierarchique_poste,24,-0.014459522450155093
satisfaction_employee_nature_travail,0,0.04468369988449169
satisfaction_employee_nature_travail,1,0.0500667482449206
satisfaction_employee_nature_travail,2,0.06718121002396224
satisfaction_employee_nature_travail,3,0.027833894410234407
satisfaction_employee_nature_travail,4,0.027037084857969806
satisfaction_employee_nature_travail,5,0.05144795087952268
satisfaction_employee_nature_travail,6,0.03334462263921151
satisfaction_employee_nature_travail,7,0.037160675476684904
satisfaction_employee_nature_travail,8,0.05923750127750145
satisfaction_employee_nature_travail,9,0.06495864211168353
satisfaction_employee_nature_travail,10,0.0857417581542439
satisfaction_employee_nature_travail,11,0.02732874144934124
satisfaction_employee_nature_travail,12,0.03979478904915825
satisfaction_employee_nature_travail,13,0.04257128576354323
satisfaction_employee_nature_travail,14,0.024743472846951477
satisfaction_employee_nature_travail,15,0.034183411681639034
satisfaction_employee_nature_travail,16,0.03205486554422512
satisfaction_employee_nature_travail,17,0.03491068288488582
satisfaction_employee_nature_travail,18,0.05754700802716335
satisfaction_employee_nature_travail,19,0.03680605673689711
satisfaction_employee_nature_travail,20,0.05194683068759789
satisfaction_employee_nature_travail,21,0.06323051509604523
satisfaction_employee_nature_travail,22,0.036971185726981215
satisfaction_employee_nature_travail,23,0.037453753327775605
satisfaction_employee_nature_travail,24,0.06612285961306767
satisfaction_employee_equipe,0,0.03105618929477938
satisfaction_employee_equipe,1,0.008740209319832826
satisfaction_employee_equipe,2,-0.0028673573827526443
satisfaction_employee_equipe,3,0.03242542024615702
satisfaction_employee_equipe,4,0.011738650963989938
satisfaction_employee_equipe,5,0.031635478510336934
satisfaction_employee_equipe,6,0.011183775334701773
satisfaction_employee_equipe,7,0.0016827752651765392
satisfaction_employee_equipe,8,0.01913741790776071
satisfaction_employee_equipe,9,0.019746426741305327
satisfaction_employee_equipe,10,0.021173596741851698
satisfaction_employee_equipe,11,0.013076892960849984
satisfaction_employee_equipe,12,0.018977366120109907
satisfaction_employee_equipe,13,0.019817348727569007
satisfaction_employee_equipe,14,-0.008863683719466409
satisfaction_employee_equipe,15,0.02743301317874166
satisfaction_employee_equipe,16,0.006095388001396041
satisfaction_employee_equipe,17,0.009424052795002181
satisfaction_employee_equipe,18,0.0036473890014518283
satisfaction_employee_equipe,19,-0.00942257788503888
satisfaction_employee_equipe,20,0.01801058023936114
satisfaction_employee_equipe,21,0.030747109431290054
satisfaction_employee_equipe,22,0.00789409219183842
satisfaction_employee_equipe,23,0.013756545866224656
satisfaction_employee_equipe,24,0.025489078221453167
satisfaction_employee_equilibre_pro_perso,0,0.013740919411367004
satisfaction_employee_equilibre_pro_perso,1,0.010977593435613053
satisfaction_employee_equilibre_pro_perso,2,0.012226551899146754
satisfaction_employee_equilibre_pro_perso,3,0.015329682058780613
satisfaction_employee_equilibre_pro_perso,4,0.010716957487103496
satisfaction_employee_equilibre_pro_perso,5,0.03371403695783857
satisfaction_employee_equilibre_pro_perso,6,0.015756809857693656
satisfaction_employee_equilibre_pro_perso,7,0.005529393038878216
satisfaction_employee_equilibre_pro_perso,8,0.004873249265059843
satisfaction_employee_equilibre_pro_perso,9,-0.02136873427592767
satisfaction_employee_equilibre_pro_perso,10,0.017363318646515948
satisfaction_employee_equilibre_pro_perso,11,-0.005801031677489588
satisfaction_employee_equilibre_pro_perso,12,0.018588245757488707
satisfaction_employee_equilibre_pro_perso,13,0.015524918225578933
satisfaction_employee_equilibre_pro_perso,14,0.005686001319092693
satisfaction_employee_equilibre_pro_perso,15,0.03493843877338454
satisfaction_employee_equilibre_pro_perso,16,0.015072625231828684
satisfaction_employee_equilibre_pro_perso,17,0.006455177653593625
satisfaction_employee_equilibre_pro_perso,18,0.0028748263956795196
satisfaction_employee_equilibre_pro_perso,19,-0.016353723922056147
satisfaction_employee_equilibre_pro_perso,20,0.00502261085685306
satisfaction_employee_equilibre_pro_perso,21,0.03147023790424357
satisfaction_employee_equilibre_pro_perso,22,0.013779049780598584
satisfaction_employee_equilibre_pro_perso,23,0.018322428437958692
satisfaction_employee_equilibre_pro_perso,24,0.00442078080101207
eval_number,0,0.0
eval_number,1,0.0
eval_number,2,0.0
eval_number,3,0.0
eval_number,4,0.0
eval_number,5,0.0
eval_number,6,0.0
eval_number,7,0.0
eval_number,8,0.0
eval_number,9,0.0
eval_number,10,0.0
eval_number,11,0.0
eval_number,12,0.0
eval_number,13,0.0
eval_number,14,0.0
eval_number,15,0.0
eval_number,16,0.0
eval_number,17,0.0
eval_number,18,0.0
eval_number,19,0.0
eval_number,20,0.0
eval_number,21,0.0
eval_number,22,0.0
eval_number,23,0.0
eval_number,24,0.0
note_evaluation_actuelle,0,0.0024001050528815295
note_evaluation_actuelle,1,-0.008437422822057606
note_evaluation_actuelle,2,0.015812430218359153
note_evaluation_actuelle,3,-0.006782083310593301
note_evaluation_actuelle,4,-0.001586872664880923
note_evaluation_actuelle,5,-0.003919858143275068
note_evaluation_actuelle,6,-0.0025912566431718796
note_evaluation_actuelle,7,0.007128925957731169
note_evaluation_actuelle,8,0.010213232444850307
note_evaluation_actuelle,9,0.00011518603076798861
note_evaluation_actuelle,10,0.006090793027640562
note_evaluation_actuelle,11,-0.008303437476769805
note_evaluation_actuelle,12,0.0010735950171308461
note_evaluation_actuelle,13,0.006131116699647721
note_evaluation_actuelle,14,0.008147991504434137
note_evaluation_actuelle,15,0.0068717275193893815
note_evaluation_actuelle,16,-0.0036182209500496667
note_evaluation_actuelle,17,0.0007760563379596297
note_evaluation_actuelle,18,-0.004810870905306641
note_evaluation_actuelle,19,-0.019614899171060185
note_evaluation_actuelle,20,-0.0008659551411786537
note_evaluation_actuelle,21,-0.001195036068698241
note_evaluation_actuelle,22,0.011651098377937753
note_evaluation_actuelle,23,0.005912610625039605
note_evaluation_actuelle,24,0.00018076521023250303
heure_supplementaires,0,0.16145851544001472
heure_supplementaires,1,0.16113826879941412
heure_supplementaires,2,0.22005750523201578
heure_supplementaires,3,0.19234280663326273
heure_supplementaires,4,0.195671217118341
heure_supplementaires,5,0.16965091689939119
heure_supplementaires,6,0.21422090572002528
heure_supplementaires,7,0.24159083737482692
heure_supplementaires,8,0.1619644111840893
heure_supplementaires,9,0.1957011721746381
heure_supplementaires,10,0.21433206245778771
heure_supplementaires,11,0.17818837176100177
heure_supplementaires,12,0.1982471562510743
heure_supplementaires,13,0.16721119126820289
heure_supplementaires,14,0.21491053127767268
heure_supplementaires,15,0.21380225737807274
heure_supplementaires,16,0.18260676937216624
heure_supplementaires,17,0.18408023318824435
heure_supplementaires,18,0.1902237157985741
heure_supplementaires,19,0.1647339370007493
heure_supplementaires,20,0.17486230295745883
heure_supplementaires,21,0.25865503166078574
heure_supplementaires,22,0.19315465229559595
heure_supplementaires,23,0.20778433192212561
heure_supplementaires,24,0.15653890950697721
augementation_salaire_precedente,0,0.0
augementation_salaire_precedente,1,0.0
augementation_salaire_precedente,2,0.0
augementation_salaire_precedente,3,0.0
augementation_salaire_precedente,4,0.0
augementation_salaire_precedente,5,0.0
augementation_salaire_precedente,6,0.0
augementation_salaire_precedente,7,0.0
augementation_salaire_precedente,8,0.0
augementation_salaire_precedente,9,0.0
augementation_salaire_precedente,10,0.0
augementation_salaire_precedente,11,0.0
augementation_salaire_precedente,12,0.0
augementation_salaire_precedente,13,0.0
augementation_salaire_precedente,14,0.0
augementation_salaire_precedente,15,0.0
augementation_salaire_precedente,16,0.0
augementation_salaire_precedente,17,0.0
augementation_salaire_precedente,18,0.0
augementation_salaire_precedente,19,0.0
augementation_salaire_precedente,20,0.0
augementation_salaire_precedente,21,0.0
augementation_salaire_precedente,22,0.0
augementation_salaire_precedente,23,0.0
augementation_salaire_precedente,24,0.0
eval_number_int,0,0.0
eval_number_int,1,0.0
eval_number_int,2,0.0
eval_number_int,3,0.0
eval_number_int,4,0.0
eval_number_int,5,0.0
eval_number_int,6,0.0
eval_number_int,7,0.0
eval_number_int,8,0.0
eval_number_int,9,0.0
eval_number_int,10,0.0
eval_number_int,11,0.0
eval_number_int,12,0.0
eval_number_int,13,0.0
eval_number_int,14,0.0
eval_number_int,15,0.0
eval_number_int,16,0.0
eval_number_int,17,0.0
eval_number_int,18,0.0
eval_number_int,19,0.0
eval_number_int,20,0.0
eval_number_int,21,0.0
eval_number_int,22,0.0
eval_number_int,23,0.0
eval_number_int,24,0.0
nombre_participation_pee,0,0.019211527688465523
nombre_participation_pee,1,0.008982399244995803
nombre_participation_pee,2,0.026600441422481726
nombre_participation_pee,3,0.0342407752294042
nombre_participation_pee,4,0.02309413178172289
nombre_participation_pee,5,0.0313028139278391
nombre_participation_pee,6,0.036543116839006184
nombre_participation_pee,7,0.000814107508285955
nombre_participation_pee,8,0.01131604855896141
nombre_participation_pee,9,0.02658386472153377
nombre_participation_pee,10,0.026075850209284913
nombre_participation_pee,11,-0.019559244238878858
nombre_participation_pee,12,0.019434272090988712
nombre_participation_pee,13,0.01628592022417612
nombre_participation_pee,14,0.03814988439150825
nombre_participation_pee,15,0.021429386780840054
nombre_participation_pee,16,0.0229630189204413
nombre_participation_pee,17,-0.009425551681832123
nombre_participation_pee,18,0.014569099083066394
nombre_participation_pee,19,0.025785221483919894
nombre_participation_pee,20,0.005522066166042239
nombre_participation_pee,21,0.027250599214726712
nombre_participation_pee,22,0.016811362958520502
nombre_participation_pee,23,0.027468685998401965
nombre_participation_pee,24,0.039350188133975394
nb_formations_suivies,0,0.007012813164065002
nb_formations_suivies,1,0.004557103900785986
nb_formations_suivies,2,0.005877771064056325
nb_formations_suivies,3,0.004826290418629198
nb_formations_suivies,4,0.02276490103092419
nb_formations_suivies,5,0.028743674950083786
nb_formations_suivies,6,0.023118061381617715
nb_formations_suivies,7,0.010258748895208992
nb_formations_suivies,8,-0.004769789228360033
nb_formations_suivies,9,0.009416146849943963
nb_formations_suivies,10,0.006876581294354889
nb_formations_suivies,11,0.02814437550050581
nb_formations_suivies,12,-0.0049399875074725205
nb_formations_suivies,13,0.001049235712494001
nb_formations_suivies,14,0.010237062769810035
nb_formations_suivies,15,0.00511094106304214
nb_formations_suivies,16,0.004201825438068662
nb_formations_suivies,17,-0.00010745177055547784
nb_formations_suivies,18,0.0005148871007634503
nb_formations_suivies,19,0.009813470074668151
nb_formations_suivies,20,0.007223469067709198
nb_formations_suivies,21,0.028861405549938567
nb_formations_suivies,22,0.005725142827777252
nb_formations_suivies,23,0.016476318015503
nb_formations_suivies,24,-0.015314088524431113
nombre_employee_sous_responsabilite,0,0.0
nombre_employee_sous_responsabilite,1,0.0
nombre_employee_sous_responsabilite,2,0.0
nombre_employee_sous_responsabilite,3,0.0
nombre_employee_sous_responsabilite,4,0.0
nombre_employee_sous_responsabilite,5,0.0
nombre_employee_sous_responsabilite,6,0.0
nombre_employee_sous_responsabilite,7,0.0
nombre_employee_sous_responsabilite,8,0.0
nombre_employee_sous_responsabilite,9,0.0
nombre_employee_sous_responsabilite,10,0.0
nombre_employee_sous_responsabilite,11,0.0
nombre_employee_sous_responsabilite,12,0.0
nombre_employee_sous_responsabilite,13,0.0
nombre_employee_sous_responsabilite,14,0.0
nombre_employee_sous_responsabilite,15,0.0
nombre_employee_sous_responsabilite,16,0.0
nombre_employee_sous_responsabilite,17,0.0
nombre_employee_sous_responsabilite,18,0.0
nombre_employee_sous_responsabilite,19,0.0
nombre_employee_sous_responsabilite,20,0.0
nombre_employee_sous_responsabilite,21,0.0
nombre_employee_sous_responsabilite,22,0.0
nombre_employee_sous_responsabilite,23,0.0
nombre_employee_sous_responsabilite,24,0.0
code_sondage,0,0.0
code_sondage,1,0.0
code_sondage,2,0.0
code_sondage,3,0.0
code_sondage,4,0.0
code_sondage,5,0.0
code_sondage,6,0.0
code_sondage,7,0.0
code_sondage,8,0.0
code_sondage,9,0.0
code_sondage,10,0.0
code_sondage,11,0.0
code_sondage,12,0.0
code_sondage,13,0.0
code_sondage,14,0.0
code_sondage,15,0.0
code_sondage,16,0.0
code_sondage,17,0.0
code_sondage,18,0.0
code_sondage,19,0.0
code_sondage,20,0.0
code_sondage,21,0.0
code_sondage,22,0.0
code_sondage,23,0.0
code_sondage,24,0.0
distance_domicile_travail,0,0.018199380190846083
distance_domicile_travail,1,0.02109533250827683
distance_domicile_travail,2,0.04839968648968899
distance_domicile_travail,3,0.01581686225584671
distance_domicile_travail,4,0.05084664761519124
distance_domicile_travail,5,0.011656982532449423
distance_domicile_travail,6,0.04522977782355332
distance_domicile_travail,7,0.03293333404559097
distance_domicile_travail,8,0.007502942788944811
distance_domicile_travail,9,0.035245371706916745
distance_domicile_travail,10,0.011928435390917924
distance_domicile_travail,11,0.007556472318889973
distance_domicile_travail,12,0.02174817601257133
distance_domicile_travail,13,0.023784569822110902
distance_domicile_travail,14,0.055875768560696704
distance_domicile_travail,15,0.0324332597152059
distance_domicile_travail,16,0.009535203712057927
distance_domicile_travail,17,0.024603314837737977
distance_domicile_travail,18,0.01416936645768605
distance_domicile_travail,19,-0.010132673456138459
distance_domicile_travail,20,0.01080718859113442
distance_domicile_travail,21,0.038044237352669555
distance_domicile_travail,22,0.027075614283085015
distance_domicile_travail,23,0.019039745010176513
distance_domicile_travail,24,0.0038793940886343694
niveau_education,0,0.002098758307227533
niveau_education,1,0.010619840313669776
niveau_education,2,-0.007197723851195381
niveau_education,3,0.0007609225745344728
niveau_education,4,-0.002231249975850258
niveau_education,5,0.006812577322934199
niveau_education,6,0.002277120485510764
niveau_education,7,-0.0008664590706359387
niveau_education,8,-0.0006967638151607503
niveau_education,9,0.0016159337813763219
niveau_education,10,0.003375861902220778
niveau_education,11,0.008111392601328381
niveau_education,12,0.0023945084252490314
niveau_education,13,-0.00014376416295353023
niveau_education,14,0.0031656258781976422
niveau_education,15,-3.274658346389403e-05
niveau_education,16,2.9373176993585657e-06
niveau_education,17,-0.004614809621206162
niveau_education,18,-0.007307367338800652
niveau_education,19,0.0020360231795590266
niveau_education,20,0.007331587393546568
niveau_education,21,-0.0006252996265984967
niveau_education,22,0.005575138113061195
niveau_education,23,0.0008015518178124958
niveau_education,24,-0.004055883339490263
domaine_etude,0,0.03485017076302867
domaine_etude,1,0.009469886211784694
domaine_etude,2,-0.007399539283998657
domaine_etude,3,-0.007211092669428309
domaine_etude,4,0.023419212215355145
domaine_etude,5,0.01287014417576623
domaine_etude,6,0.027597422202770373
domaine_etude,7,0.005761452448338778
domaine_etude,8,0.0007082483763142355
domaine_etude,9,0.019710032764610502
domaine_etude,10,0.015273738845353024
domaine_etude,11,-0.013512852918543128
domaine_etude,12,0.0008472104866894536
domaine_etude,13,0.042222044180460314
domaine_etude,14,0.017506270512337118
domaine_etude,15,-0.011813722108330926
domaine_etude,16,-0.007349590394531857
domaine_etude,17,0.009216421753001691
domaine_etude,18,0.02174162999148761
domaine_etude,19,0.005052168439730493
domaine_etude,20,-0.0013998827593295626
domaine_etude,21,0.04650093447422195
